,number,日付,ユーザー名,コメント
1375,138-5,2時間前,txf*****,"免疫専門学者（医師（一部除く）ではない）が繰り返し述べているように新型コロナが人工ウィルスであろうとなかろうとコロナウイルスである。コロナウイルスである以上、当然土着コロナ同様変異する。
だから風邪の特効薬はもともと存在しないし、風邪の１００％治癒法を発見すればノーベル賞なのである。
幸いにして日本では罹患しても重症化リスクは低い。ファクターXはまだ完全ではないが解明されつつある状況。
マスク、手洗い、密回避で防げるものではない。リスクを減らすだけ。無菌室で生活し続ければ別だろうが。だから経済マイナスを促す自粛自粛はマクロ的には全く意味がない。
英国での例を取り上げて騒ぎ立てるマスコミはどうなのか？
次は変異型へのワクチン有効性（既に発表済み）を取り上げワクチン接種を普及させる方策か？
何れにしてもシナリオはあるのだから、そろそろ日本国として国力を維持向上させる施策をとる頃だ。"
1376,138-6,2時間前,syu*****,"変異のスパンが異様に早いな！

これじゃあ、薬での治療は夢じゃん"
1377,138-7,2時間前,mdg*****,時間の問題
1378,138-8,2時間前,fka*****,"いつもの通り、早すぎる結論。　即、嘘と分かる。
ろくに検査体制も未だ用意できていないくせに。
で、年末年始を迎えるから、 仕事しない宣言と見ている。
一昨日、英国での変異種の話題が、ネットニュースに
出ての反応とみている。"
1379,138-9,2時間前,was*****,"あー・・・
１２０％入って来るし、もう入ってるかもやな。
ますますオワタやん・・・"
1380,138-10,2時間前,iye*****,"なんで今すぐに入国制限ができない？

中国政府から裏金受け取ってるからか？

政治家には日本国民の足を引っ張る国賊しかおらんのか？"
1381,139-1,2時間前,kn_*****,日本の未確認はちゃんと調査してないだけでしょ
1382,139-2,2時間前,rid*****,"見つかる頃にはもう蔓延してるだろう。

その、水際対策の不十分さでは今後の最悪になるかもしれない事態も考えてないんでしょうね。

私たちは、出来ることの感染予防をする！
だから、政府は国を守る対策をしてくれ！"
1383,139-3,2時間前,qtr*****,そいつを確認させない為に、今すぐに全世界からの入国を制限かけなさいよ。未確認なのでこのままいきます、じゃないでしょうが。
1384,139-4,2時間前,hij*****,"ろくすっぽ検査も受けさせてくれないのに何が未確認だよ、この無能さんは。。

選挙での投票所を簡易検査所にしたら名簿も割り振りも簡単でしょ？

選挙は出来ても検査は出来ませんってかww"
1385,139-5,2時間前,xpn*****,"もぅ、政府が信用出来ない。

日本を離れたい。

こんな政府ヤバイ"
1386,139-6,2時間前,rev*****,もう何を言っても信用できない
1387,139-7,2時間前,lol*******,そうじゃなくてまだ国内にないからこそ、防がなければならないのでは？？？なんなの日本は。
1388,139-8,2時間前,sjf*****,やっぱりアナゴさん
1389,139-9,2時間前,pun*****,この人と麻生さんが言う事はまったく信じられない…。
1390,139-10,2時間前,kei*****,いずれ近々日本もという感じですね。これはコロナもインフルと同じように常態化は避けられないってことかと思います。インフルより面倒なのがあまり季節性がなさそうなさそうなこと。一年中拡大したり、縮小の繰り返しになるんでしょう。来年も再来年も人のいるところでは一年中マスクは必需品になりそうですね
1391,140-1,2時間前,,毒性はともかく、どんどん変異するのが特徴のウィルスなんだけど。前は15日周期って説あったよ。感染研なんて御用じゃなくて、コッホ研とかパスツール研みたいな世界的な研究所の見解示してよ。感染研はノーベル賞とご縁がないでしょ。
1392,140-2,2時間前,rin*****,"デジタル庁の話なんかしているぐらいだから、危機感なんか国にはないだらう。
コロナに全集中してから、しないと意味がない。
抑え込みが出来てから、やってもいい。
緊急事態で年末年始から3月までに何人亡くなるか見通しも解らないのに、未来の話ばかり先に進めている総理大臣は必要ない。
先が見えない人は置き去りにしすぎ。"
1393,140-3,2時間前,min*****,"国内では確認されていないから、まだなにもしませんけど、何か？と言いたいわけね、涼しい顔して。
それで、一番ひどい話は、イギリスからの往来をどうするかは、JALやANAで決めてくれって丸投げしてる件で、こいつらこれで閣僚なのか？？？
ただのバカなんじゃないのか！
この年末に変異種出現の衝撃で、ますます飯が食えなくなる人が増大していくのに、毎晩6万円のステーキ食ってる場合じゃないだろが。
真面目に仕事しろよ。
ふざけんな！"
1394,140-4,2時間前,mas*****,どの型も対応できてないので、あまり関係なのでは・・・
1395,140-5,2時間前,niz*****,専門家です。未確認というのは確認を未だにしていないから「未」確認なのです。つまり確認が未というのは未であり未だであり確認未です
1396,140-6,2時間前,cus*****,"入国規制をかけろ！という国民の声が
今の内閣には伝わらないようだ。
国賊の国会議員から変異種のコロナに感染すればよい。"
1397,140-7,2時間前,bom*****,コロナ変異種は居ないかも知れないが、日本には政治家変異種という、地球上もっとも害悪な生物がいる。
1398,140-8,2時間前,bluelight03,いい加減、入国禁止にしろよ。
1399,140-9,2時間前,zhu*****,どうせいつもの通りヤバくなるまで放置して何か起こるまでアクション起こさないと思うよ。ものぐさだから。
1400,140-10,2時間前,fur*****,いつもいつも注視って...第1波から注視し続けた結果が今ですよ！
1401,141-1,2時間前,sog*****,GOTOより入国止めないと外国と同じことになる気がする
1402,141-2,2時間前,uad*****,"未だ未確認というだけで時間の問題でしょう。

GoTo停止「遅すぎ」で79%支持率39%に急落して行ってる。

GoToの前倒しが早過ぎて一時停止は遅すぎで後手後手に回り過ぎたと思う。

もう28日から来年11日まで全国的に緊急事態宣言出す時期に来ている。医療崩壊する前に。"
1403,141-3,2時間前,ya8*****,"能天気すぎる
今年初めのチャイニーズイヤーで学習したはず！って学習していなかったのか？閣僚の皆さんは！

今まで給料だけもらって何をして何を勉強してきたんだ️

今のコロナより大変だとヨーロッパ各国はイギリスからの入国制限を始めているのに

この上
自民党はまだ国民を殺す気か？

政治家辞めちまえ️"
