,number,日付,ユーザー名,コメント
622,63-2,1時間前,yns*****,"トップが忘年会やってれば、若者だってやるよ。
幾ら政治家が自粛を求めても無理だ。
そもそもTVも新聞も見ない多くの若者は今の現実は蜃気楼。
夏場に罰則規定を含んだ法律を決定していれば、もう少し違った。
一部野党の私権の制限はゆるされないとか阿保な議員は反省して欲しい。
こうなったらのは、自民党は勿論、野党の責任も大きい。"
623,63-3,1時間前,hir*****,帰省して食事はダメだろうな。
624,63-4,1時間前,qcs*****,もう少し早く増え始めた所でやれば年末年始の自粛をしなくてもよかったのではないか？？対応が遅い。一番の経済が動く時に自粛とは、最悪の決断、二階幹事長のせいでgotoを引き延ばしたお陰で最悪の結末、不公平なgotoキャンペーン愚策利権絡みの政策、経済も更に悪化大失敗。
625,63-5,1時間前,tap*****,少し前 テレビのインタビューで東京の若い女性は コロナについて聞かれた時 ああコロナ 私たち関係無いと答えていたよ こんなだから 東京はいつまで経ってもコロナば無くならないよ 何とかせよ
626,63-6,1時間前,mhq*****,ここまで感染拡大が深刻な状態で、なおかつ自ら密集して感染拡大に貢献されている、お馬鹿な国民の方々へ。もう病院にはあなた方が重症になっても受け入れできる病床はありません。もし体調不良になっても決して救急車など呼ばず、病院にもあしを運ばないでください。重篤になっても最後まで自宅でおとなしくしていてください。医療崩壊状態で、こんな無責任な方々への医療提供の余裕は全くありません。そのことをよく理解し、決して医療現場に迷惑をかけない覚悟を持って下さいね。
627,63-7,1時間前,hi-ragi,"入国規制もしないでよく勝負の3週間など言えたものだ。言わせてもらえば勝負の土俵にすら上がっていないのに、声だけ張り上げてる頭のおかしい観客のそれに近い発言だったと思う。

日本人に自粛せよ、協力を。とかいうくせに国が何もしないんならもういいです。無視します。時短営業とかやらない店も増えるでしょう。それくらい馬鹿馬鹿しい。GoTo止めただけで一仕事やった気になってるのは実に滑稽だ。"
628,63-8,1時間前,slo*****,もう印象的に○○人感染って情報は垂れ流されてるようにしか思えない。
629,63-9,1時間前,ashshtoashsh,"感染力高まった変異株もどんどん入ってくるよお。ガースー危機感なしでまいるね。
国民のことを考えてない。だますばっかり。
特に財務省は諸悪の根源。"
630,63-10,1時間前,ham*****,"数字をよく見て一人一人冷静な判断ができる人間になろうね！
ワイドショーだけをみてオロオロするような人間にだけは決っしてなってはいけない。
ヤフコメで大騒ぎしている方々は大丈夫かな？"
631,64-1,1時間前,umd*****,コロナより選挙。選挙前に菅は降ろされるな。
632,64-2,1時間前,rup*****,"何%で、ほとんど持病持ちだろ？
やめろ！！
経済ダメにしてどうする！"
633,64-3,1時間前,npx*****,"東京にいると別に危機感は全くない。
マスクしておけばいい。
マスクも周りの目が一番の理由かも。"
634,64-4,1時間前,fylgっzbjhrdsxb,"変異種が海外で確認されてるのに入国緩和はまた制限掛けないと　安部政権では後手後手に回ってた。

菅政権も感染拡大を招いてしまったしっかりしろ日本
小池知事みたいに具体的に　自分の口で発言してください。"
635,64-5,1時間前,fvd*****,"感染者の増産と
感染者の輸入！

これが日本政府がやってる事です"
636,64-6,1時間前,hak*****,GOTO関係ないよ。東京は減らない。マスコミは世論とか言ってたけど無駄な税金使わせて謝罪でもしたほうがいいんじゃない？
637,64-7,1時間前,パヨール石丼,日刊ゲンダイ読んでるようなコメントの数々
638,64-8,1時間前,may*****,"街にはコロナ慣れしたたくさんの人が出ています。

彼らにほぼ共通していることが１つだけあって、それは自分に陽性経験もしくは濃厚接触者経験がないということ。


つまりは他人事なんですよね。

陽性になれば症状の不安、家族、仕事、準備、環境、社会的差別…と考えることが山のように出てくる。

濃厚接触者になれば陰性と出ても2週間の外出禁止となるので生活への影響は大きい。

それを実際に体験しないと分からないんでしょうね。


今後日本では1日4桁が普通になり都内だけでも1000人、2000人という日が来ます。
今出歩いている人もいずれ体験できるでしょう。
その時にぜひ体験してみて下さい！！"
639,64-9,1時間前,hon*****,陽性者は毎日何百人も増えているのに重症者が減っているようですが、まるで多数の人がワクチンを接種した様な状況です。多分ですが沢山の方々が免疫を獲得したと考えることができるのてはないでしょうか。或いは新型コロナと言われるウイルスがじつは風邪のウイルスと同等の物であったと考えれば今の流行は理解できます。いかがでしょうか？
640,64-10,1時間前,ayl*****,そもそも発熱やインフルエンザ、風邪程度で年末年始に病院、医療機関に受診する？なんて必要ないんだけど。自宅で静養してれば大抵は治るだろって！
641,65-1,1時間前,nob*****,"この数値だと年末年始は最悪な状況で迎える国の一つだろう。
緩和してブレーキを踏む判断ができないのに、よくコロナと付き合うと言えたよ。
ブレーキ踏まないのは居眠り運転だから、ハンドルで回避行動もできない。
事故った後にブレーキ踏んでも意味がない。
コロナと上手く付き合えてると過信した結果。"
